Team	|	Lineup
MIA		|	('Haywood Highsmith', 'Jimmy Butler', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Max Strus', 'Haywood Highsmith', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Haywood Highsmith', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Haywood Highsmith', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Haywood Highsmith', 'Orlando Robinson', 'Max Strus', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Haywood Highsmith', 'Bam Adebayo', 'Max Strus', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Bam Adebayo', 'Max Strus', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Kevin Love', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Max Strus', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Victor Oladipo', 'Kevin Love', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Max Strus', 'Cody Zeller', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Haywood Highsmith', 'Duncan Robinson', 'Cody Zeller', 'Max Strus', 'Gabe Vincent')
MIA		|	('Max Strus', 'Haywood Highsmith', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Bam Adebayo', 'Duncan Robinson', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Bam Adebayo', 'Duncan Robinson', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Dewayne Dedmon', 'Duncan Robinson', 'Kyle Lowry')
MIA		|	('Duncan Robinson', 'P.J. Tucker', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Duncan Robinson', 'P.J. Tucker', 'Dewayne Dedmon', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Dewayne Dedmon', 'Duncan Robinson', 'Tyler Herro')
MIA		|	('Caleb Martin', 'P.J. Tucker', 'Bam Adebayo', 'Duncan Robinson', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'P.J. Tucker', 'Dewayne Dedmon', 'Duncan Robinson', 'Kyle Lowry')
MIA		|	('Duncan Robinson', 'P.J. Tucker', 'Dewayne Dedmon', 'Gabe Vincent', 'Kyle Lowry')
MIA		|	('P.J. Tucker', 'Duncan Robinson', 'Dewayne Dedmon', 'Gabe Vincent', 'Kyle Lowry')
MIA		|	('Max Strus', 'Duncan Robinson', 'Dewayne Dedmon', 'Gabe Vincent', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Duncan Robinson', 'Omer Yurtseven', 'Max Strus', 'Gabe Vincent')
MIA		|	('Duncan Robinson', 'Caleb Martin', 'Omer Yurtseven', 'Jimmy Butler', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Omer Yurtseven', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'P.J. Tucker', 'Omer Yurtseven', 'Max Strus', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Omer Yurtseven', 'Max Strus', 'Kyle Lowry')
MIA		|	('Max Strus', 'Caleb Martin', 'Bam Adebayo', 'Duncan Robinson', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Bam Adebayo', 'Kyle Lowry', 'Duncan Robinson')
MIA		|	('Max Strus', 'Bam Adebayo', 'Omer Yurtseven', 'Duncan Robinson', 'Gabe Vincent')
MIA		|	('Duncan Robinson', 'P.J. Tucker', 'Bam Adebayo', 'Gabe Vincent', 'Kyle Lowry')
MIA		|	('Duncan Robinson', 'P.J. Tucker', 'Bam Adebayo', 'Jimmy Butler', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Markieff Morris', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'P.J. Tucker', 'Bam Adebayo', 'Max Strus', 'Gabe Vincent')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Mychal Mulder', 'Haywood Highsmith', 'Omer Yurtseven', 'Duncan Robinson', 'Victor Oladipo')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Malik Beasley', 'Damian Lillard')
MIL		|	('Jae Crowder', 'Giannis Antetokounmpo', 'Brook Lopez', 'Malik Beasley', 'Damian Lillard')
MIL		|	('Grayson Allen', 'Giannis Antetokounmpo', 'Brook Lopez', 'Jevon Carter', 'Jrue Holiday')
MIL		|	('MarJon Beauchamp', 'Bobby Portis', 'Brook Lopez', 'Jevon Carter', 'Jrue Holiday')
MIL		|	('MarJon Beauchamp', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('MarJon Beauchamp', 'Bobby Portis', 'Brook Lopez', 'Jordan Nwora', 'Jevon Carter')
MIL		|	('MarJon Beauchamp', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Giannis Antetokounmpo', 'Bobby Portis', 'Brook Lopez', 'MarJon Beauchamp', 'Jevon Carter')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Jordan Nwora', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jrue Holiday', 'Jordan Nwora')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Grayson Allen', 'Bobby Portis', 'Brook Lopez', 'Jevon Carter', 'Jrue Holiday')
MIL		|	('MarJon Beauchamp', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Pat Connaughton', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Giannis Antetokounmpo', 'Pat Connaughton', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Bobby Portis', 'Brook Lopez', 'MarJon Beauchamp', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jevon Carter')
MIL		|	('Khris Middleton', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Jevon Carter', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Pat Connaughton', 'Jrue Holiday')
MIL		|	('Jae Crowder', 'Giannis Antetokounmpo', 'Brook Lopez', 'Pat Connaughton', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Bobby Portis', 'Brook Lopez', 'Jevon Carter', 'Jrue Holiday')
MIL		|	('MarJon Beauchamp', 'Jae Crowder', 'Meyers Leonard', 'AJ Green', 'Lindell Wigginton')
MIL		|	('Jae Crowder', 'Bobby Portis', 'Meyers Leonard', 'MarJon Beauchamp', 'Jevon Carter')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Pat Connaughton', 'Grayson Allen', 'George Hill')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Pat Connaughton', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Thanasis Antetokounmpo', 'Giannis Antetokounmpo', 'Grayson Allen', 'George Hill')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Thanasis Antetokounmpo', 'Grayson Allen', 'George Hill')
MIL		|	('Pat Connaughton', 'Giannis Antetokounmpo', 'Thanasis Antetokounmpo', 'Grayson Allen', 'George Hill')
MIL		|	('Grayson Allen', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jrue Holiday', 'George Hill')
MIL		|	('Grayson Allen', 'Giannis Antetokounmpo', 'Bobby Portis', 'George Hill', 'Jrue Holiday')
MIL		|	('Grayson Allen', 'Pat Connaughton', 'Bobby Portis', 'Jrue Holiday', 'George Hill')
MIL		|	('Pat Connaughton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Pat Connaughton', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Sandro Mamukelashvili', 'Bobby Portis', 'Pat Connaughton', 'Jrue Holiday')
MIL		|	('Giannis Antetokounmpo', 'Khris Middleton', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Jordan Nwora', 'Pat Connaughton', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Jordan Nwora', 'Pat Connaughton', 'DeMarcus Cousins', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Jordan Nwora', 'Sandro Mamukelashvili', 'DeMarcus Cousins', 'Javonte Smart', 'George Hill')
MIL		|	('Khris Middleton', 'Pat Connaughton', 'DeMarcus Cousins', 'Jordan Nwora', 'Jrue Holiday')
MIL		|	('Pat Connaughton', 'Khris Middleton', 'DeMarcus Cousins', 'Jordan Nwora', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'DeMarcus Cousins', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Wesley Matthews', 'Bobby Portis', 'Jordan Nwora', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jordan Nwora', 'Wesley Matthews')
MIL		|	('Wesley Matthews', 'Khris Middleton', 'Bobby Portis', 'Grayson Allen', 'Giannis Antetokounmpo')
MIL		|	('Khris Middleton', 'Wesley Matthews', 'Bobby Portis', 'Grayson Allen', 'Giannis Antetokounmpo')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Grayson Allen', 'George Hill')
MIL		|	('Khris Middleton', 'Pat Connaughton', 'Bobby Portis', 'Jrue Holiday', 'George Hill')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jrue Holiday', 'Grayson Allen')
MIL		|	('Khris Middleton', 'Serge Ibaka', 'Bobby Portis', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Bobby Portis', 'Jordan Nwora', 'Jrue Holiday')
MIL		|	('Wesley Matthews', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Wesley Matthews', 'Bobby Portis', 'Brook Lopez', 'Grayson Allen', 'Jrue Holiday')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Grayson Allen', 'George Hill')
MIL		|	('Khris Middleton', 'Giannis Antetokounmpo', 'Brook Lopez', 'Wesley Matthews', 'Jrue Holiday')
MIL		|	('Jordan Nwora', 'Bobby Portis', 'Serge Ibaka', 'Pat Connaughton', 'Jevon Carter')
MIL		|	('Jordan Nwora', 'Thanasis Antetokounmpo', 'Sandro Mamukelashvili', 'Jevon Carter', 'Jrue Holiday')
MIN		|	('Nickeil Alexander-Walker', 'Karl-Anthony Towns', 'Rudy Gobert', 'Anthony Edwards', 'Mike Conley')
MIN		|	('Jaden McDaniels', 'Karl-Anthony Towns', 'Rudy Gobert', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Karl-Anthony Towns', 'Rudy Gobert', 'Austin Rivers', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Karl-Anthony Towns', 'Rudy Gobert', "D'Angelo Russell", 'Austin Rivers')
MIN		|	('Anthony Edwards', 'Kyle Anderson', 'Rudy Gobert', 'Wendell Moore Jr.', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Rudy Gobert', 'Wendell Moore Jr.', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Rudy Gobert', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Rudy Gobert', 'Anthony Edwards', 'Austin Rivers')
MIN		|	('Kyle Anderson', 'Jaden McDaniels', 'Naz Reid', 'Anthony Edwards', 'Austin Rivers')
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Naz Reid', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Naz Reid', 'Austin Rivers', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Rudy Gobert', 'Austin Rivers', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Rudy Gobert', 'Jaylen Nowell', 'Anthony Edwards')
MIN		|	('Kyle Anderson', 'Jaden McDaniels', 'Rudy Gobert', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Kyle Anderson', 'Jaden McDaniels', 'Naz Reid', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Naz Reid', 'Rudy Gobert', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Taurean Prince', 'Jaden McDaniels', 'Naz Reid', 'Jaylen Nowell', 'Anthony Edwards')
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Rudy Gobert', 'Anthony Edwards', 'Mike Conley')
MIN		|	('Jaden McDaniels', 'Taurean Prince', 'Rudy Gobert', 'Anthony Edwards', 'Mike Conley')
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Naz Reid', 'Anthony Edwards', 'Mike Conley')
MIN		|	('Jaden McDaniels', 'Kyle Anderson', 'Rudy Gobert', 'Taurean Prince', 'Mike Conley')
MIN		|	('Kyle Anderson', 'Jaden McDaniels', 'Rudy Gobert', 'Mike Conley', 'Taurean Prince')
MIN		|	('Jaden McDaniels', 'Karl-Anthony Towns', 'Rudy Gobert', 'Kyle Anderson', 'Mike Conley')
MIN		|	('Jaden McDaniels', 'Karl-Anthony Towns', 'Rudy Gobert', 'Anthony Edwards', 'Mike Conley')
MIN		|	('Josh Okogie', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Josh Okogie', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Anthony Edwards', 'Patrick Beverley')
MIN		|	('Jaden McDaniels', 'Taurean Prince', 'Karl-Anthony Towns', 'Anthony Edwards', 'Patrick Beverley')
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', "D'Angelo Russell", 'Patrick Beverley')
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Patrick Beverley', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Patrick Beverley', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', "D'Angelo Russell", 'Patrick Beverley')
MIN		|	('Jarred Vanderbilt', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Taurean Prince', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Josh Okogie', 'Taurean Prince', 'Karl-Anthony Towns', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Taurean Prince', 'Jarred Vanderbilt', 'Naz Reid', 'Anthony Edwards', "D'Angelo Russell")
MIN		|	('Taurean Prince', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Anthony Edwards', 'Leandro Bolmaro')
MIN		|	('Taurean Prince', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Anthony Edwards', 'Patrick Beverley')
MIN		|	('Malik Beasley', 'Jarred Vanderbilt', 'Karl-Anthony Towns', "D'Angelo Russell", 'Patrick Beverley')
MIN		|	('Malik Beasley', 'Jaden McDaniels', 'Karl-Anthony Towns', "D'Angelo Russell", 'Leandro Bolmaro')
MIN		|	('Jake Layman', 'Jaden McDaniels', 'Naz Reid', 'Malik Beasley', "D'Angelo Russell")
MIN		|	('Josh Okogie', 'Jaden McDaniels', 'Nathan Knight', 'Malik Beasley', 'Jordan McLaughlin')
MIN		|	('Malik Beasley', 'Jaden McDaniels', 'Nathan Knight', 'Patrick Beverley', 'Jordan McLaughlin')
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Naz Reid', 'Malik Beasley', 'Patrick Beverley')
MIN		|	('Jarred Vanderbilt', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Anthony Edwards', 'Jaylen Nowell')
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Malik Beasley', 'Jordan McLaughlin')
MIN		|	('Jaden McDaniels', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Anthony Edwards', 'Patrick Beverley')
MIN		|	('Jarred Vanderbilt', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Anthony Edwards', 'Patrick Beverley')
MIN		|	('Jaden McDaniels', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Patrick Beverley', "D'Angelo Russell")
MIN		|	('Jarred Vanderbilt', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Patrick Beverley', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Malik Beasley', "D'Angelo Russell")
MIN		|	('Jaden McDaniels', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Malik Beasley', 'Patrick Beverley')
MIN		|	('Anthony Edwards', 'Jaden McDaniels', 'Karl-Anthony Towns', 'Malik Beasley', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Malik Beasley', "D'Angelo Russell")
MIN		|	('Anthony Edwards', 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Malik Beasley', 'Patrick Beverley')
NOP		|	('Brandon Ingram', 'Zion Williamson', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Naji Marshall', 'Trey Murphy III', 'Jonas Valanciunas', 'CJ McCollum', 'Jose Alvarado')
NOP		|	('Trey Murphy III', 'Zion Williamson', 'Jonas Valanciunas', 'Naji Marshall', 'CJ McCollum')
NOP		|	('Brandon Ingram', 'Trey Murphy III', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Brandon Ingram', 'Zion Williamson', 'Jonas Valanciunas', 'Herbert Jones', 'Jose Alvarado')
NOP		|	('Trey Murphy III', 'Zion Williamson', 'Jonas Valanciunas', 'Herbert Jones', 'Jose Alvarado')
NOP		|	('Trey Murphy III', 'Zion Williamson', 'Jonas Valanciunas', 'CJ McCollum', 'Dyson Daniels')
NOP		|	('Trey Murphy III', 'Zion Williamson', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Naji Marshall', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Naji Marshall', 'Jaxson Hayes', 'Jonas Valanciunas', 'CJ McCollum', 'Jose Alvarado')
NOP		|	('Naji Marshall', 'Trey Murphy III', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Naji Marshall', 'Trey Murphy III', 'Jonas Valanciunas', 'Herbert Jones', 'Jose Alvarado')
NOP		|	('Naji Marshall', 'Trey Murphy III', 'Jonas Valanciunas', 'Dyson Daniels', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Naji Marshall', 'Jonas Valanciunas', 'Dyson Daniels', 'CJ McCollum')
NOP		|	('Naji Marshall', 'Trey Murphy III', 'Jonas Valanciunas', 'CJ McCollum', 'Dyson Daniels')
NOP		|	('Herbert Jones', 'Trey Murphy III', 'Jonas Valanciunas', 'CJ McCollum', 'Dyson Daniels')
NOP		|	('Trey Murphy III', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Brandon Ingram', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Naji Marshall', 'Larry Nance Jr.', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Brandon Ingram', 'Jonas Valanciunas', 'Herbert Jones', 'Jose Alvarado')
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Jonas Valanciunas', 'Josh Richardson', 'CJ McCollum')
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Jonas Valanciunas', 'CJ McCollum', 'Josh Richardson')
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Willy Hernangomez', 'CJ McCollum', 'Josh Richardson')
NOP		|	('Trey Murphy III', 'Brandon Ingram', 'Willy Hernangomez', 'CJ McCollum', 'Herbert Jones')
NOP		|	('Trey Murphy III', 'Brandon Ingram', 'Jonas Valanciunas', 'CJ McCollum', 'Herbert Jones')
NOP		|	('Josh Hart', 'Brandon Ingram', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Josh Hart', 'Herbert Jones', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Josh Hart', 'Garrett Temple', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Garrett Temple', 'Josh Hart', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', "Devonte' Graham")
NOP		|	('Josh Hart', 'Brandon Ingram', 'Jonas Valanciunas', 'Nickeil Alexander-Walker', 'Tomas Satoransky')
NOP		|	('Josh Hart', 'Brandon Ingram', 'Jonas Valanciunas', 'Garrett Temple', 'Tomas Satoransky')
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Jonas Valanciunas', 'Josh Hart', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Jonas Valanciunas', 'Josh Hart', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Jonas Valanciunas', 'Garrett Temple', "Devonte' Graham")
NOP		|	('Garrett Temple', 'Herbert Jones', 'Willy Hernangomez', 'Nickeil Alexander-Walker', 'Jose Alvarado')
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Willy Hernangomez', 'Josh Hart', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Willy Hernangomez', 'Josh Hart', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Gary Clark', 'Jonas Valanciunas', 'Garrett Temple', "Devonte' Graham")
NOP		|	('Garrett Temple', 'Herbert Jones', 'Willy Hernangomez', 'Josh Hart', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Jonas Valanciunas', "Devonte' Graham", 'Josh Hart')
NOP		|	('Garrett Temple', 'Herbert Jones', 'Jonas Valanciunas', 'Josh Hart', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Jaxson Hayes', 'Jonas Valanciunas', 'Josh Hart', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Brandon Ingram', 'Jonas Valanciunas', 'CJ McCollum', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Herbert Jones', 'Jonas Valanciunas', 'CJ McCollum', "Devonte' Graham")
NOP		|	('Brandon Ingram', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Tony Snell', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Naji Marshall', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', "Devonte' Graham")
NOP		|	('Herbert Jones', 'Jaxson Hayes', 'Jonas Valanciunas', 'CJ McCollum', "Devonte' Graham")
NOP		|	('Naji Marshall', 'Jaxson Hayes', 'Jonas Valanciunas', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Brandon Ingram', 'Jaxson Hayes', 'Willy Hernangomez', 'Herbert Jones', 'CJ McCollum')
NOP		|	('Trey Murphy III', 'Jaxson Hayes', 'Willy Hernangomez', 'Naji Marshall', 'CJ McCollum')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Jalen Brunson', 'Quentin Grimes')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Quentin Grimes', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Evan Fournier', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Jalen Brunson', 'Evan Fournier')
NYK		|	('RJ Barrett', 'Julius Randle', 'Isaiah Hartenstein', 'Jalen Brunson', 'Cam Reddish')
NYK		|	('RJ Barrett', 'Julius Randle', 'Jericho Sims', 'Cam Reddish', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Isaiah Hartenstein', 'Cam Reddish', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Isaiah Hartenstein', 'Quentin Grimes', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Jalen Brunson', 'Immanuel Quickley')
NYK		|	('RJ Barrett', 'Julius Randle', 'Mitchell Robinson', 'Quentin Grimes', 'Immanuel Quickley')
NYK		|	('Quentin Grimes', 'Julius Randle', 'Mitchell Robinson', 'Miles McBride', 'Immanuel Quickley')
NYK		|	('Quentin Grimes', 'Julius Randle', 'Mitchell Robinson', 'Jalen Brunson', 'Immanuel Quickley')
NYK		|	('Quentin Grimes', 'Julius Randle', 'Mitchell Robinson', 'Immanuel Quickley', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Jericho Sims', 'Quentin Grimes', 'Jalen Brunson')
NYK		|	('RJ Barrett', 'Julius Randle', 'Jericho Sims', 'Jalen Brunson', 'Quentin Grimes')
NYK		|	('RJ Barrett', 'Julius Randle', 'Jericho Sims', 'Quentin Grimes', 'Immanuel Quickley')
