Team	|	Lineup
DET		|	('Alec Burks', 'Isaiah Livers', 'James Wiseman', 'Rodney McGruder', 'Killian Hayes')
DET		|	('Rodney McGruder', 'Bojan Bogdanovic', 'James Wiseman', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Marvin Bagley III', 'Isaiah Livers', 'James Wiseman', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Isaiah Livers', 'Marvin Bagley III', 'James Wiseman', 'Alec Burks', 'Jaden Ivey')
DET		|	('Isaiah Livers', 'Marvin Bagley III', 'James Wiseman', 'Rodney McGruder', 'Killian Hayes')
DET		|	('Isaiah Livers', 'Eugene Omoruyi', 'James Wiseman', 'Rodney McGruder', 'Killian Hayes')
DET		|	('Rodney McGruder', 'Eugene Omoruyi', 'James Wiseman', 'Killian Hayes', 'R.J. Hampton')
DET		|	('Rodney McGruder', 'Eugene Omoruyi', 'James Wiseman', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Rodney McGruder', 'Marvin Bagley III', 'James Wiseman', 'Killian Hayes', 'Jaden Ivey')
DET		|	('Isaiah Livers', 'Marvin Bagley III', 'James Wiseman', 'Killian Hayes', 'Jaden Ivey')
DET		|	('Isaiah Livers', 'Marvin Bagley III', 'James Wiseman', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Isaiah Livers', 'James Wiseman', 'Jalen Duren', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Eugene Omoruyi', 'Jalen Duren', 'James Wiseman', 'Killian Hayes', 'Jaden Ivey')
DET		|	('R.J. Hampton', 'James Wiseman', 'Jalen Duren', 'Killian Hayes', 'Jaden Ivey')
DET		|	('R.J. Hampton', 'James Wiseman', 'Jalen Duren', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Frank Jackson', 'Killian Hayes')
DET		|	('Josh Jackson', 'Kelly Olynyk', 'Isaiah Stewart', 'Saddiq Bey', 'Killian Hayes')
DET		|	('Josh Jackson', 'Jerami Grant', 'Isaiah Stewart', 'Saddiq Bey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Hamidou Diallo', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Josh Jackson', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Cade Cunningham', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Cory Joseph', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Luka Garza', 'Cory Joseph', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Hamidou Diallo', 'Saddiq Bey', 'Isaiah Stewart', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Isaiah Stewart', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Trey Lyles', 'Frank Jackson', 'Cory Joseph')
DET		|	('Hamidou Diallo', 'Saddiq Bey', 'Luka Garza', 'Derrick Walton Jr.', 'Frank Jackson')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Luka Garza', 'Derrick Walton Jr.', 'Frank Jackson')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Luka Garza', 'Cassius Stanley', 'Derrick Walton Jr.')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Trey Lyles', 'Cade Cunningham', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Hamidou Diallo', 'Isaiah Stewart', 'Cade Cunningham', 'Killian Hayes')
DET		|	('Hamidou Diallo', 'Saddiq Bey', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Hamidou Diallo', 'Saddiq Bey', 'Isaiah Stewart', 'Cory Joseph', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Rodney McGruder', 'Cory Joseph')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Isaiah Stewart', 'Hamidou Diallo', 'Cory Joseph')
DET		|	('Jerami Grant', 'Saddiq Bey', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Saddiq Bey', 'Jerami Grant', 'Marvin Bagley III', 'Cory Joseph', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Marvin Bagley III', 'Isaiah Stewart', 'Killian Hayes', 'Cory Joseph')
DET		|	('Saddiq Bey', 'Marvin Bagley III', 'Isaiah Stewart', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Marvin Bagley III', 'Isaiah Stewart', 'Cory Joseph', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Marvin Bagley III', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Isaiah Livers', 'Saddiq Bey', 'Isaiah Stewart', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Isaiah Livers', 'Isaiah Stewart', 'Frank Jackson', 'Killian Hayes')
GSW		|	('Klay Thompson', 'Andrew Wiggins', 'Kevon Looney', 'Chris Paul', 'Stephen Curry')
GSW		|	('Klay Thompson', 'Andrew Wiggins', 'Kevon Looney', 'Stephen Curry', 'Chris Paul')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Jonathan Kuminga', 'Anthony Lamb', 'Kevon Looney', 'Moses Moody', 'Jordan Poole')
GSW		|	('Anthony Lamb', 'Jonathan Kuminga', 'Kevon Looney', 'Donte DiVincenzo', 'Jordan Poole')
GSW		|	('Jordan Poole', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Klay Thompson', 'JaMychal Green', 'Kevon Looney', 'Ty Jerome', 'Jordan Poole')
GSW		|	('Klay Thompson', 'Draymond Green', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Draymond Green', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Jonathan Kuminga', 'Kevon Looney', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Donte DiVincenzo', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Draymond Green', 'Moses Moody', 'Kevon Looney', 'Jordan Poole', 'Klay Thompson')
GSW		|	('Jonathan Kuminga', 'Draymond Green', 'Kevon Looney', 'Moses Moody', 'Jordan Poole')
GSW		|	('Anthony Lamb', 'Draymond Green', 'Kevon Looney', 'Donte DiVincenzo', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Donte DiVincenzo', 'Jordan Poole')
GSW		|	('Klay Thompson', 'Andrew Wiggins', 'Draymond Green', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Jonathan Kuminga', 'Kevon Looney', 'Ty Jerome', 'Jordan Poole')
GSW		|	('Klay Thompson', 'Jonathan Kuminga', 'Draymond Green', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Jonathan Kuminga', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Jonathan Kuminga', 'Draymond Green', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Donte DiVincenzo', 'Jonathan Kuminga', 'Draymond Green', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Donte DiVincenzo', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Jonathan Kuminga', 'Draymond Green', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Klay Thompson', 'Draymond Green', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Donte DiVincenzo', 'Jonathan Kuminga', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Anthony Lamb', 'Jonathan Kuminga', 'Draymond Green', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Draymond Green', 'Andrew Wiggins', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Juan Toscano-Anderson', 'Kevon Looney', 'Jordan Poole', 'Gary Payton II')
GSW		|	('Draymond Green', 'Andrew Wiggins', 'Kevon Looney', 'Stephen Curry', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Moses Moody', 'Stephen Curry')
GSW		|	('Juan Toscano-Anderson', 'Jonathan Kuminga', 'Kevon Looney', 'Damion Lee', 'Chris Chiozza')
GSW		|	('Jonathan Kuminga', 'Draymond Green', 'Kevon Looney', 'Damion Lee', 'Stephen Curry')
GSW		|	('Otto Porter Jr.', 'Draymond Green', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Juan Toscano-Anderson', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Damion Lee', 'Juan Toscano-Anderson', 'Kevon Looney', 'Moses Moody', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Otto Porter Jr.', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Otto Porter Jr.', 'Kevon Looney', 'Jordan Poole', 'Gary Payton II')
GSW		|	('Andrew Wiggins', 'Juan Toscano-Anderson', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Klay Thompson', 'Andrew Wiggins', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Otto Porter Jr.', 'Kevon Looney', 'Jordan Poole', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Otto Porter Jr.', 'Kevon Looney', 'Klay Thompson', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Jonathan Kuminga', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Otto Porter Jr.', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Moses Moody', 'Andrew Wiggins', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Moses Moody', 'Juan Toscano-Anderson', 'Kevon Looney', 'Jordan Poole', 'Damion Lee')
GSW		|	('Andrew Wiggins', 'Gary Payton II', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Moses Moody', 'Kevon Looney', 'Gary Payton II', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Gary Payton II', 'Kevon Looney', 'Moses Moody', 'Stephen Curry')
GSW		|	('Gary Payton II', 'Andrew Wiggins', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Moses Moody', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Jordan Poole', 'Andrew Wiggins', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Jordan Poole', 'Jonathan Kuminga', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Jordan Poole', 'Otto Porter Jr.', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')
GSW		|	('Andrew Wiggins', 'Jonathan Kuminga', 'Kevon Looney', 'Moses Moody', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Jonathan Kuminga', 'Kevon Looney', 'Gary Payton II', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Gary Payton II', 'Jordan Poole')
GSW		|	('Andrew Wiggins', 'Draymond Green', 'Kevon Looney', 'Damion Lee', 'Jordan Poole')
GSW		|	('Moses Moody', 'Draymond Green', 'Kevon Looney', 'Klay Thompson', 'Jordan Poole')
HOU		|	('Dillon Brooks', 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Fred VanVleet')
HOU		|	('Eric Gordon', 'Jabari Smith Jr.', 'Bruno Fernando', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Usman Garuba', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Eric Gordon', 'Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Eric Gordon', "Jae'Sean Tate", 'Jabari Smith Jr.', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Eric Gordon', 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Eric Gordon', 'Jabari Smith Jr.', 'Alperen Sengun', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Eric Gordon', 'Kenyon Martin Jr.', 'Alperen Sengun', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Eric Gordon', 'Jalen Green')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Bruno Fernando', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Eric Gordon', 'Daishen Nix')
HOU		|	('Kenyon Martin Jr.', 'Tari Eason', 'Alperen Sengun', 'Eric Gordon', 'Jalen Green')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Josh Christopher')
HOU		|	('Kenyon Martin Jr.', 'Tari Eason', 'Jabari Smith Jr.', 'Daishen Nix', 'Eric Gordon')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Daishen Nix', 'Eric Gordon')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Jalen Green', 'Daishen Nix')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', "Jae'Sean Tate", 'Jalen Green')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', "Jae'Sean Tate", 'TyTy Washington Jr.')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Jabari Smith Jr.', 'Kenyon Martin Jr.', 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Kenyon Martin Jr.', 'Jabari Smith Jr.', 'Alperen Sengun', 'Daishen Nix', 'Jalen Green')
HOU		|	('Kenyon Martin Jr.', 'Tari Eason', 'Jabari Smith Jr.', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Daniel Theis', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Alperen Sengun', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Daniel Theis', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Danuel House Jr.', 'Christian Wood', 'Jalen Green', 'Eric Gordon')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Daniel Theis', 'Eric Gordon', 'Jalen Green')
HOU		|	('Eric Gordon', "Jae'Sean Tate", 'Christian Wood', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Christian Wood', 'Eric Gordon', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Garrison Mathews', 'Christian Wood', 'Kevin Porter Jr.', 'Eric Gordon')
HOU		|	("Jae'Sean Tate", 'Garrison Mathews', 'Christian Wood', 'Eric Gordon', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Daniel Theis', 'Garrison Mathews', 'Eric Gordon')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Christian Wood', 'Armoni Brooks', 'Eric Gordon')
HOU		|	("Jae'Sean Tate", 'Christian Wood', 'Daniel Theis', 'Garrison Mathews', 'D.J. Augustin')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Daniel Theis', 'Armoni Brooks', 'D.J. Augustin')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Daniel Theis', 'Armoni Brooks', 'Eric Gordon')
HOU		|	("Jae'Sean Tate", 'Josh Christopher', 'Christian Wood', 'Garrison Mathews', 'Eric Gordon')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Christian Wood', 'Eric Gordon', 'Jalen Green')
HOU		|	('Josh Christopher', 'David Nwaba', 'Christian Wood', 'Eric Gordon', 'Armoni Brooks')
HOU		|	('Eric Gordon', 'David Nwaba', 'Christian Wood', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	("Jae'Sean Tate", 'David Nwaba', 'Daniel Theis', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Daniel Theis', 'Eric Gordon', 'Jalen Green')
HOU		|	("Jae'Sean Tate", 'Eric Gordon', 'Christian Wood', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	("Jae'Sean Tate", 'Eric Gordon', 'Christian Wood', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Christian Wood', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Eric Gordon', "Jae'Sean Tate", 'Alperen Sengun', 'Jalen Green', 'Dennis Schroder')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Christian Wood', 'Jalen Green', 'Dennis Schroder')
HOU		|	('Eric Gordon', "Jae'Sean Tate", 'Christian Wood', 'Jalen Green', 'Kevin Porter Jr.')
HOU		|	('Eric Gordon', "Jae'Sean Tate", 'Christian Wood', 'Jalen Green', 'Dennis Schroder')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Alperen Sengun', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Usman Garuba', 'Kevin Porter Jr.', 'Jalen Green')
HOU		|	('Garrison Mathews', "Jae'Sean Tate", 'Alperen Sengun', 'Jalen Green', 'Kevin Porter Jr.')
IND		|	('Bennedict Mathurin', 'Obi Toppin', 'Myles Turner', 'Bruce Brown', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Terry Taylor', 'Jalen Smith', 'Chris Duarte', 'Tyrese Haliburton')
IND		|	('Chris Duarte', 'Terry Taylor', 'Jalen Smith', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Aaron Nesmith', 'Jalen Smith', 'Isaiah Jackson', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Aaron Nesmith', 'Jalen Smith', 'Myles Turner', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Chris Duarte', 'Jalen Smith', 'Isaiah Jackson', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Chris Duarte', 'Jalen Smith', 'Myles Turner', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Jalen Smith', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Jalen Smith', 'Myles Turner', 'Aaron Nesmith', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Jalen Smith', 'Myles Turner', 'Andrew Nembhard', 'Aaron Nesmith')
IND		|	('Buddy Hield', 'Bennedict Mathurin', 'Jalen Smith', 'Andrew Nembhard', 'Aaron Nesmith')
IND		|	('Aaron Nesmith', 'Buddy Hield', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Bennedict Mathurin', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Jalen Smith', 'James Johnson', 'Tyrese Haliburton', 'Andrew Nembhard')
IND		|	('Bennedict Mathurin', 'Buddy Hield', 'Isaiah Jackson', 'Chris Duarte', 'Andrew Nembhard')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Isaiah Jackson', 'Bennedict Mathurin', 'Andrew Nembhard')
IND		|	('Bennedict Mathurin', 'Aaron Nesmith', 'Myles Turner', 'Buddy Hield', 'Andrew Nembhard')
IND		|	('Aaron Nesmith', 'Oshae Brissett', 'Myles Turner', 'Buddy Hield', 'Andrew Nembhard')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Andrew Nembhard', 'T.J. McConnell')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Chris Duarte', 'T.J. McConnell')
IND		|	('Chris Duarte', 'Aaron Nesmith', 'Myles Turner', 'Buddy Hield', 'T.J. McConnell')
IND		|	('Aaron Nesmith', 'Buddy Hield', 'Andrew Nembhard', 'T.J. McConnell', 'Myles Turner')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Tyrese Haliburton', 'Andrew Nembhard')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Daniel Theis', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Tyrese Haliburton', 'T.J. McConnell')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Myles Turner', 'Andrew Nembhard', 'George Hill')
IND		|	('Buddy Hield', 'Jordan Nwora', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Aaron Nesmith', 'Isaiah Jackson', 'Chris Duarte', 'Andrew Nembhard')
IND		|	('Jordan Nwora', 'Aaron Nesmith', 'Myles Turner', 'Buddy Hield', 'Andrew Nembhard')
IND		|	('Buddy Hield', 'Jordan Nwora', 'Myles Turner', 'Aaron Nesmith', 'Andrew Nembhard')
IND		|	('Aaron Nesmith', 'Bennedict Mathurin', 'Myles Turner', 'Buddy Hield', 'Andrew Nembhard')
IND		|	('Bennedict Mathurin', 'Oshae Brissett', 'Myles Turner', 'Buddy Hield', 'Andrew Nembhard')
IND		|	('Bennedict Mathurin', 'Aaron Nesmith', 'Myles Turner', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Bennedict Mathurin', 'Aaron Nesmith', 'Isaiah Jackson', 'Andrew Nembhard', 'Tyrese Haliburton')
IND		|	('Bennedict Mathurin', 'Jordan Nwora', 'Jalen Smith', 'Aaron Nesmith', 'Andrew Nembhard')
IND		|	('Aaron Nesmith', 'Jordan Nwora', 'Isaiah Jackson', 'Bennedict Mathurin', 'Andrew Nembhard')
IND		|	('Jordan Nwora', 'Aaron Nesmith', 'Jalen Smith', 'Bennedict Mathurin', 'Andrew Nembhard')
IND		|	('Jordan Nwora', 'Aaron Nesmith', 'Isaiah Jackson', 'Bennedict Mathurin', 'Andrew Nembhard')
IND		|	('Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Chris Duarte', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Chris Duarte', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Chris Duarte', 'T.J. McConnell')
IND		|	('Caris LeVert', 'Domantas Sabonis', 'Myles Turner', 'Chris Duarte', 'T.J. McConnell')
IND		|	('Caris LeVert', 'Domantas Sabonis', 'Myles Turner', 'Chris Duarte', 'Malcolm Brogdon')
IND		|	('Chris Duarte', 'Domantas Sabonis', 'Myles Turner', 'Caris LeVert', 'T.J. McConnell')
IND		|	('Chris Duarte', 'Domantas Sabonis', 'Myles Turner', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Malcolm Brogdon', 'Caris LeVert')
IND		|	('Kelan Martin', 'Domantas Sabonis', 'Myles Turner', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Caris LeVert', 'Domantas Sabonis', 'Malcolm Brogdon', 'T.J. McConnell')
IND		|	('Chris Duarte', 'Torrey Craig', 'Myles Turner', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Domantas Sabonis', 'Myles Turner', 'Caris LeVert', 'Brad Wanamaker')
IND		|	('Justin Holiday', 'Oshae Brissett', 'Myles Turner', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Duane Washington Jr.', 'Caris LeVert')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Duane Washington Jr.', 'Keifer Sykes')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Keifer Sykes', 'Duane Washington Jr.')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Myles Turner', 'Domantas Sabonis', 'Caris LeVert', 'Keifer Sykes')
IND		|	('Justin Holiday', 'Torrey Craig', 'Domantas Sabonis', 'Caris LeVert', 'Duane Washington Jr.')
IND		|	('Justin Holiday', 'Torrey Craig', 'Domantas Sabonis', 'Caris LeVert', 'Malcolm Brogdon')
IND		|	('Justin Holiday', 'Torrey Craig', 'Goga Bitadze', 'Chris Duarte', 'Keifer Sykes')
IND		|	('Justin Holiday', 'Torrey Craig', 'Goga Bitadze', 'Caris LeVert', 'Chris Duarte')
IND		|	('Justin Holiday', 'Torrey Craig', 'Goga Bitadze', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Torrey Craig', 'Domantas Sabonis', 'Caris LeVert', 'Chris Duarte')
IND		|	('Justin Holiday', 'Torrey Craig', 'Domantas Sabonis', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Torrey Craig', 'Isaiah Jackson', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Torrey Craig', 'Terry Taylor', 'Chris Duarte', 'Caris LeVert')
IND		|	('Justin Holiday', 'Torrey Craig', 'Domantas Sabonis', 'Chris Duarte', 'Keifer Sykes')
IND		|	('Chris Duarte', 'Torrey Craig', 'Goga Bitadze', 'Lance Stephenson', 'Keifer Sykes')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Goga Bitadze', 'Chris Duarte', 'Tyrese Haliburton')
